InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
542276,22846,BREAD BIN DINER STYLE RED ,4,27/01/2011 10:19,14.95,12764
542303,22674,FRENCH TOILET SIGN BLUE METAL,12,27/01/2011 11:05,1.25,12539
542303,35810A,ENAMEL PINK COFFEE CONTAINER,6,27/01/2011 11:05,2.1,12539
542303,22208,WOOD STAMP SET THANK YOU,12,27/01/2011 11:05,1.65,12539
542303,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,27/01/2011 11:05,6.35,12539
542303,22111,SCOTTIE DOG HOT WATER BOTTLE,3,27/01/2011 11:05,4.95,12539
542303,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,27/01/2011 11:05,1.65,12539
542303,47566,PARTY BUNTING,5,27/01/2011 11:05,4.65,12539
542303,21622,VINTAGE UNION JACK CUSHION COVER,4,27/01/2011 11:05,4.95,12539
542303,84638,SMALL KITCHEN FLOWER POTS PLAQUE,2,27/01/2011 11:05,6.95,12539
542303,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,27/01/2011 11:05,1.95,12539
542347,20719,WOODLAND CHARLOTTE BAG,10,27/01/2011 12:06,0.85,12826
542347,21479,WHITE SKULL HOT WATER BOTTLE ,4,27/01/2011 12:06,3.75,12826
542369,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24,27/01/2011 13:08,1.65,12645
542369,22555,PLASTERS IN TIN STRONGMAN,24,27/01/2011 13:08,1.65,12645
542371,21880,RED RETROSPOT TAPE,12,27/01/2011 13:29,0.65,12468
542425,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,28/01/2011 09:20,4.95,12574
542431,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,28/01/2011 10:28,8.5,12853
542431,48138,DOORMAT UNION FLAG,4,28/01/2011 10:28,7.95,12853
542431,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,28/01/2011 10:28,8.5,12853
542433,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,28/01/2011 10:45,0.85,12726
542433,22811,SET OF 6 T-LIGHTS CACTI ,18,28/01/2011 10:45,2.95,12726
542535,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,28/01/2011 13:37,4.95,12735
542535,22355,CHARLOTTE BAG SUKI DESIGN,10,28/01/2011 13:37,0.85,12735
542535,22550,HOLIDAY FUN LUDO,4,28/01/2011 13:37,3.75,12735
542542,22727,ALARM CLOCK BAKELIKE RED ,4,28/01/2011 14:37,3.75,12431
