InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
544399,22584,PACK OF 6 PANNETONE GIFT BOXES,6,18/02/2011 12:28,2.55,12594
544474,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,21/02/2011 09:52,2.95,12423
544474,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,21/02/2011 09:52,0.85,12423
544495,84987,SET OF 36 TEATIME PAPER DOILIES,12,21/02/2011 11:42,1.45,12766
544585,22282,12 EGG HOUSE PAINTED WOOD,2,21/02/2011 14:58,12.75,12523
544662,85014B,RED RETROSPOT UMBRELLA,1,22/02/2011 14:10,5.95,12845
544686,21930,JUMBO STORAGE BAG SKULLS,1,22/02/2011 17:20,1.95,12748
544933,20754,RETROSPOT RED WASHING UP GLOVES,6,25/02/2011 08:44,2.1,12633
544933,21915,RED  HARMONICA IN BOX ,12,25/02/2011 08:44,1.25,12633
544933,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,25/02/2011 08:44,0.29,12633
544937,22355,CHARLOTTE BAG SUKI DESIGN,10,25/02/2011 10:09,0.85,12839
544937,21232,STRAWBERRY CERAMIC TRINKET BOX,12,25/02/2011 10:09,1.25,12839
544996,22555,PLASTERS IN TIN STRONGMAN,12,25/02/2011 11:53,1.65,12474
545017,POST,POSTAGE,1,25/02/2011 13:51,15,12361
545062,22429,ENAMEL MEASURING JUG CREAM,1,27/02/2011 14:07,4.25,12748
545062,22467,GUMBALL COAT RACK,2,27/02/2011 14:07,2.55,12748
545062,85054,FRENCH ENAMEL POT W LID,2,27/02/2011 14:07,2.95,12748
545084,85206A,CREAM FELT EASTER EGG BASKET,6,28/02/2011 10:55,1.65,12458
545180,22781,GUMBALL MAGAZINE RACK,2,28/02/2011 14:42,7.65,12728
545226,21285,RETROSPOT CANDLE  MEDIUM,12,01/03/2011 09:33,2.1,12428
545227,22984,CARD GINGHAM ROSE ,36,01/03/2011 09:35,0.42,12428
545227,16161P,WRAP ENGLISH ROSE ,25,01/03/2011 09:35,0.42,12428
545301,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5,01/03/2011 12:26,4.15,12679
545475,22666,RECIPE BOX PANTRY YELLOW DESIGN,72,03/03/2011 10:59,2.55,12415
545475,21242,RED RETROSPOT PLATE ,96,03/03/2011 10:59,1.45,12415
545515,22860,EASTER TIN CHICKS PINK DAISY,6,03/03/2011 12:06,1.65,12727
545515,22859,EASTER TIN BUNNY BOUQUET,6,03/03/2011 12:06,1.65,12727
545515,22090,PAPER BUNTING RETROSPOT,12,03/03/2011 12:06,2.95,12727
545585,21212,PACK OF 72 RETROSPOT CAKE CASES,24,04/03/2011 09:32,0.55,12541
545647,22128,PARTY CONES CANDY ASSORTED,24,04/03/2011 12:46,1.25,12547
545709,22534,MAGIC DRAWING SLATE SPACEBOY ,24,07/03/2011 09:49,0.42,12708
545718,47585A,PINK FAIRY CAKE CUSHION COVER,4,07/03/2011 10:22,3.75,12614
545916,48185,DOORMAT FAIRY CAKE,2,08/03/2011 11:46,7.95,12528
545937,20724,RED RETROSPOT CHARLOTTE BAG,20,08/03/2011 12:05,0.85,12758
545937,22994,TRAVEL CARD WALLET RETROSPOT,48,08/03/2011 12:05,0.42,12758
546135,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,09/03/2011 15:47,2.95,12388
546236,21110,LARGE CAKE TOWEL PINK SPOTS,2,10/03/2011 12:48,6.75,12370
546236,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,10/03/2011 12:48,3.75,12370
546412,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,11/03/2011 16:50,5.95,12748
546678,22197,SMALL POPCORN HOLDER,12,15/03/2011 16:39,0.85,12681
546759,23054,RECYCLED ACAPULCO MAT LAVENDER,2,16/03/2011 13:58,8.25,12712
546759,15056N,EDWARDIAN PARASOL NATURAL,3,16/03/2011 13:58,5.95,12712
546760,21880,RED RETROSPOT TAPE,12,16/03/2011 14:00,0.65,12597
546760,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,16/03/2011 14:00,4.25,12597
546760,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,16/03/2011 14:00,2.25,12597
546765,21843,RED RETROSPOT CAKE STAND,3,16/03/2011 14:37,10.95,12437
546770,22423,REGENCY CAKESTAND 3 TIER,1,16/03/2011 15:17,12.75,12523
546780,23010,CIRCUS PARADE BABY GIFT SET,24,17/03/2011 07:40,14.95,12435
546875,22861,EASTER TIN CHICKS IN GARDEN,6,17/03/2011 16:38,1.65,12514
546875,22634,CHILDS BREAKFAST SET SPACEBOY ,4,17/03/2011 16:38,9.95,12514
546925,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,18/03/2011 10:09,2.1,12647
547005,22637,PIGGY BANK RETROSPOT ,4,18/03/2011 14:20,2.55,12474
547005,85203,HANGING WOOD AND FELT BUTTERFLY ,24,18/03/2011 14:20,0.42,12474
547061,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,20/03/2011 13:21,1.45,12407
547194,21218,RED SPOTTY BISCUIT TIN,6,21/03/2011 12:42,3.75,12637
547196,23000,TRAVEL CARD WALLET TRANSPORT,2,21/03/2011 12:44,0.42,12637
547223,79190B,RETRO PLASTIC POLKA TRAY,5,21/03/2011 15:10,0.42,12867
547327,20749,ASSORTED COLOUR MINI CASES,2,22/03/2011 11:28,7.95,12681
547327,22975,SPACEBOY CHILDRENS EGG CUP,12,22/03/2011 11:28,1.25,12681
547379,21843,RED RETROSPOT CAKE STAND,1,22/03/2011 15:13,10.95,12720
547383,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,12,22/03/2011 15:42,4.95,12613
547444,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,23/03/2011 10:55,2.95,12811
547444,POST,POSTAGE,1,23/03/2011 10:55,1,12811
547492,22367,CHILDRENS APRON SPACEBOY DESIGN,8,23/03/2011 12:06,1.95,12604
547492,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,23/03/2011 12:06,1.25,12604
547493,22846,BREAD BIN DINER STYLE RED ,4,23/03/2011 12:06,14.95,12818
547504,21943,CAKES AND RABBITS DESIGN FLANNEL ,12,23/03/2011 13:33,0.85,12683
547508,21195,PINK  HONEYCOMB PAPER BALL ,6,23/03/2011 13:39,2.1,12683
547566,POST,POSTAGE,1,24/03/2011 09:42,27,12811
547645,22090,PAPER BUNTING RETROSPOT,12,24/03/2011 11:40,2.95,12676
547669,23002,TRAVEL CARD WALLET SKULLS,24,24/03/2011 13:37,0.42,12748
547684,22726,ALARM CLOCK BAKELIKE GREEN,12,24/03/2011 14:46,3.75,12408
547722,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,25/03/2011 10:19,2.95,12553
547809,21990,MODERN FLORAL STATIONERY SET,1,25/03/2011 13:54,2.95,12748
547816,21907,I'M ON HOLIDAY METAL SIGN,1,25/03/2011 14:30,2.1,12748
547818,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1,25/03/2011 14:39,2.55,12748
547819,20717,STRAWBERRY SHOPPER BAG,1,25/03/2011 14:45,1.25,12748
547822,22059,CERAMIC STRAWBERRY DESIGN MUG,12,25/03/2011 14:53,1.49,12668
547822,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,25/03/2011 14:53,1.45,12668
547822,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,25/03/2011 14:53,3.95,12668
547822,POST,POSTAGE,16,25/03/2011 14:53,18,12668
547862,21912,VINTAGE SNAKES & LADDERS,1,27/03/2011 12:54,3.75,12841
547925,21914,BLUE HARMONICA IN BOX ,12,28/03/2011 13:57,1.25,12481
547934,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,28/03/2011 14:07,2.95,12474
547972,20727,LUNCH BAG  BLACK SKULL.,50,28/03/2011 16:41,1.65,12557
548212,22418,10 COLOUR SPACEBOY PEN,24,30/03/2011 09:12,0.85,12456
548470,22620,4 TRADITIONAL SPINNING TOPS,12,31/03/2011 12:36,1.25,12782
548470,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,31/03/2011 12:36,2.25,12782
548470,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,31/03/2011 12:36,2.95,12782
548737,22077,6 RIBBONS RUSTIC CHARM,12,04/04/2011 11:18,1.65,12682
548737,22669,RED BABY BUNTING ,5,04/04/2011 11:18,2.95,12682
548968,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,05/04/2011 10:58,2.08,12744
548968,21519,GIN & TONIC DIET GREETING CARD ,72,05/04/2011 10:58,0.36,12744
548993,22644,CERAMIC CHERRY CAKE MONEY BANK,36,05/04/2011 13:56,1.45,12753
549193,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,07/04/2011 10:24,3.75,12580
549222,21975,PACK OF 60 DINOSAUR CAKE CASES,24,07/04/2011 10:43,0.55,12347
549222,84559A,3D SHEET OF DOG STICKERS,12,07/04/2011 10:43,0.85,12347
549249,79191C,RETRO PLASTIC ELEPHANT TRAY,12,07/04/2011 12:04,0.85,12423
549435,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,20,08/04/2011 12:33,0.85,12356
549559,POST,POSTAGE,3,10/04/2011 13:25,15,12447
549614,48187,DOORMAT NEW ENGLAND,2,11/04/2011 11:38,7.95,12720
549680,22179,SET 10 LIGHTS NIGHT OWL,2,11/04/2011 13:02,6.75,12701
549682,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/04/2011 13:22,2.95,12596
549687,21211,SET OF 72 SKULL PAPER  DOILIES,12,11/04/2011 13:29,1.45,12363
549844,21899,KEY FOB   GARAGE DESIGN,7,12/04/2011 14:17,0.65,12854
549844,47590B,PINK HAPPY BIRTHDAY BUNTING,2,12/04/2011 14:17,5.45,12854
549953,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,13/04/2011 13:15,2.95,12766
549953,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,13/04/2011 13:15,3.25,12766
549953,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,13/04/2011 13:15,0.85,12766
549953,21906,PHARMACIE FIRST AID TIN,4,13/04/2011 13:15,6.75,12766
550137,48188,DOORMAT WELCOME PUPPIES,2,14/04/2011 13:59,7.95,12477
550137,48138,DOORMAT UNION FLAG,2,14/04/2011 13:59,7.95,12477
550138,22251,BIRDHOUSE DECORATION MAGIC GARDEN,4,14/04/2011 14:02,1.25,12841
550138,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,6,14/04/2011 14:02,0.85,12841
550145,22556,PLASTERS IN TIN CIRCUS PARADE ,12,14/04/2011 14:15,1.65,12637
550145,22382,LUNCH BAG SPACEBOY DESIGN ,10,14/04/2011 14:15,1.65,12637
550145,22692,DOORMAT WELCOME TO OUR HOME,2,14/04/2011 14:15,7.95,12637
550145,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,14/04/2011 14:15,2.95,12637
550188,21888,BINGO SET,4,14/04/2011 18:57,3.75,12457
550201,23179,CLOCK MAGNET MUM'S KITCHEN,6,15/04/2011 10:25,2.89,12769
550277,POST,POSTAGE,3,15/04/2011 12:48,40,12639
550277,15058A,BLUE POLKADOT GARDEN PARASOL,2,15/04/2011 12:48,7.95,12639
550277,22562,MONSTERS STENCIL CRAFT,12,15/04/2011 12:48,1.25,12639
550277,22955,36 FOIL STAR CAKE CASES ,12,15/04/2011 12:48,2.1,12639
550527,21394,RED POLKADOT BEAKER ,48,19/04/2011 10:48,0.39,12476
550661,21936,RED RETROSPOT PICNIC BAG,30,20/04/2011 09:20,2.95,12656
550827,21035,SET/2 RED RETROSPOT TEA TOWELS ,12,21/04/2011 10:16,3.25,12670
550911,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,21/04/2011 13:11,5.95,12354
550911,21242,RED RETROSPOT PLATE ,24,21/04/2011 13:11,1.69,12354
550911,21731,RED TOADSTOOL LED NIGHT LIGHT,12,21/04/2011 13:11,1.65,12354
551054,22626,BLACK KITCHEN SCALES,2,26/04/2011 11:44,8.5,12429
551054,21212,PACK OF 72 RETROSPOT CAKE CASES,24,26/04/2011 11:44,0.55,12429
551054,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,26/04/2011 11:44,2.55,12429
551163,21385,IVORY HANGING DECORATION  HEART,2,26/04/2011 15:52,0.85,12573
551258,22568,FELTCRAFT CUSHION OWL,8,27/04/2011 12:02,3.75,12621
551258,85049G,CHOCOLATE BOX RIBBONS ,12,27/04/2011 12:02,1.25,12621
551258,20665,RED RETROSPOT PURSE ,6,27/04/2011 12:02,2.95,12621
551278,23255,CHILDRENS CUTLERY CIRCUS PARADE,8,27/04/2011 13:13,4.15,12483
551346,22629,SPACEBOY LUNCH BOX ,12,28/04/2011 09:12,1.95,12362
551398,84987,SET OF 36 TEATIME PAPER DOILIES,12,28/04/2011 13:09,1.45,12417
551529,21086,SET/6 RED SPOTTY PAPER CUPS,24,01/05/2011 13:18,0.65,12524
551529,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,01/05/2011 13:18,2.1,12524
551623,37500,TEA TIME TEAPOT IN GIFT BOX,2,03/05/2011 11:44,4.95,12843
551728,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,04/05/2011 08:51,0.85,12720
551855,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,04/05/2011 15:08,2.95,12836
551855,22385,JUMBO BAG SPACEBOY DESIGN,5,04/05/2011 15:08,2.08,12836
551855,84879,ASSORTED COLOUR BIRD ORNAMENT,24,04/05/2011 15:08,1.69,12836
551868,21877,HOME SWEET HOME MUG,12,04/05/2011 16:29,1.25,12540
551868,22675,FRENCH KITCHEN SIGN BLUE METAL,12,04/05/2011 16:29,1.25,12540
551868,21506,FANCY FONT BIRTHDAY CARD  ,24,04/05/2011 16:29,0.42,12540
551868,22023,EMPIRE BIRTHDAY CARD,12,04/05/2011 16:29,0.42,12540
551887,22662,LUNCH BAG DOLLY GIRL DESIGN,10,05/05/2011 09:29,1.65,12593
552013,21829,DINOSAUR KEYRINGS ASSORTED,36,05/05/2011 17:34,0.21,12451
552013,22437,SET OF 9 BLACK SKULL BALLOONS,20,05/05/2011 17:34,0.85,12451
552013,21498,RED RETROSPOT WRAP ,25,05/05/2011 17:34,0.42,12451
552013,23201,JUMBO BAG ALPHABET,10,05/05/2011 17:34,2.08,12451
552188,20674,GREEN POLKADOT BOWL,8,06/05/2011 14:01,1.25,12394
552304,22295,HEART FILIGREE DOVE LARGE,5,08/05/2011 15:15,1.65,12748
552315,85049H,URBAN BLACK RIBBONS ,12,08/05/2011 16:10,1.25,12700
552315,22556,PLASTERS IN TIN CIRCUS PARADE ,12,08/05/2011 16:10,1.65,12700
552315,23256,CHILDRENS CUTLERY SPACEBOY ,4,08/05/2011 16:10,4.15,12700
552325,20724,RED RETROSPOT CHARLOTTE BAG,10,09/05/2011 09:47,0.85,12490
552337,21937,STRAWBERRY   PICNIC BAG,10,09/05/2011 11:34,2.95,12621
552337,22730,ALARM CLOCK BAKELIKE IVORY,4,09/05/2011 11:34,3.75,12621
552469,20725,LUNCH BAG RED RETROSPOT,3,09/05/2011 15:34,1.65,12867
552469,21224,SET/4 SKULL BADGES,3,09/05/2011 15:34,1.25,12867
552554,23170,REGENCY TEA PLATE ROSES ,12,10/05/2011 11:04,1.65,12843
552631,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,10/05/2011 12:55,1.65,12684
552694,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,10/05/2011 15:25,3.95,12749
552694,21843,RED RETROSPOT CAKE STAND,2,10/05/2011 15:25,10.95,12749
552829,22393,PAPERWEIGHT VINTAGE COLLAGE,2,11/05/2011 13:42,2.55,12748
552829,85152,HAND OVER THE CHOCOLATE   SIGN ,5,11/05/2011 13:42,2.1,12748
552844,21094,SET/6 RED SPOTTY PAPER PLATES,12,11/05/2011 14:37,0.85,12649
552874,16236,KITTY PENCIL ERASERS,28,12/05/2011 09:40,0.21,12621
552874,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/05/2011 09:40,2.95,12621
552878,21121,SET/10 RED POLKADOT PARTY CANDLES,48,12/05/2011 09:54,1.25,12625
552878,22962,JAM JAR WITH PINK LID,24,12/05/2011 09:54,0.85,12625
552884,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,12/05/2011 10:15,2.95,12395
552946,23298,SPOTTY BUNTING,3,12/05/2011 11:50,4.95,12683
552956,84663A,GRASS HOPPER WOODEN WALL CLOCK ,3,12/05/2011 12:34,5.95,12431
552978,15056BL,EDWARDIAN PARASOL BLACK,60,12/05/2011 14:46,4.95,12590
552978,20724,RED RETROSPOT CHARLOTTE BAG,100,12/05/2011 14:46,0.72,12590
553017,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4,12/05/2011 19:01,0.65,12757
553017,21242,RED RETROSPOT PLATE ,5,12/05/2011 19:01,1.69,12757
